local;uf;filial;deposito;cultura;lote;cultivar;Tratamento;cat;pen;um;qtd_sistema;peso_etiqueta
LPCO;GO;101.0;11.0;SOJA;11714P2115;O790 IPRO;ST;S1;P2;BG;24;1020.0
LPCO;GO;101.0;11.0;SOJA;11714P2117;O790 IPRO;ST;S1;P2;BG;24;1038.0
LPCO;GO;101.0;11.0;SOJA;11714P2119;O790 IPRO;ST;S1;P2;BG;24;1041.0
LPCO;GO;101.0;11.0;SOJA;11714P2121;O790 IPRO;ST;S1;P2;BG;24;1053.0
LPCO;GO;101.0;11.0;SOJA;11714P2123;O790 IPRO;ST;S1;P2;BG;24;1038.0
LPCO;GO;101.0;11.0;SOJA;11714P2125;O790 IPRO;ST;S1;P2;BG;24;1015.0
LPCO;GO;101.0;11.0;SOJA;11714P2127;O790 IPRO;ST;S1;P2;BG;24;1045.0
LPCO;GO;101.0;11.0;SOJA;11714P2128;O790 IPRO;ST;S1;P2;BG;24;1015.0
LPCO;GO;101.0;11.0;SOJA;11714P2131;O790 IPRO;ST;S1;P2;BG;18;1023.0
LPCO;GO;101.0;11.0;SOJA;11715P1702;761 I2X;ST;S2;P1;BG;30;846.0
LPCO;GO;101.0;11.0;SOJA;11715P1703;761 I2X;ST;S2;P1;BG;0;834.0
LPCO;GO;101.0;11.0;SOJA;11715P1705;761 I2X;ST;S2;P1;BG;30;853.0
LPCO;GO;101.0;11.0;SOJA;11715P1707;761 I2X;ST;S2;P1;BG;0;849.0
LPCO;GO;101.0;11.0;SOJA;11715P1708;761 I2X;ST;S2;P1;BG;0;853.0
LPCO;GO;101.0;11.0;SOJA;11715P1710;761 I2X;ST;S2;P1;BG;13;833.0
LPCO;GO;101.0;11.0;SOJA;11715P1712;761 I2X;ST;S2;P1;BG;30;844.0
LPCO;GO;101.0;11.0;SOJA;11715P1714;761 I2X;ST;S2;P1;BG;0;842.0
LPCO;GO;101.0;11.0;SOJA;11715P1715;761 I2X;ST;S2;P1;BG;30;853.0
LPCO;GO;101.0;11.0;SOJA;11715P1717;761 I2X;ST;S2;P1;BG;0;838.0
LPCO;GO;101.0;11.0;SOJA;11715P1718;761 I2X;ST;S2;P1;BG;30;842.0
LPCO;GO;101.0;11.0;SOJA;11715P1720;761 I2X;ST;S2;P1;BG;0;825.0
LPCO;GO;101.0;11.0;SOJA;11715P1721;761 I2X;ST;S2;P1;BG;30;842.0
LPCO;GO;101.0;11.0;SOJA;11715P1723;761 I2X;ST;S2;P1;BG;30;851.0
LPCO;GO;101.0;11.0;SOJA;11715P1724;761 I2X;ST;S2;P1;BG;30;850.0
LPCO;GO;101.0;11.0;SOJA;11715P1726;761 I2X;ST;S2;P1;BG;0;850.0
LPCO;GO;101.0;11.0;SOJA;11715P1727;761 I2X;ST;S2;P1;BG;0;830.0
LPCO;GO;101.0;11.0;SOJA;11715P1729;761 I2X;ST;S2;P1;BG;0;846.0
LPCO;GO;101.0;11.0;SOJA;11715P1730;761 I2X;ST;S2;P1;BG;30;841.0
LPCO;GO;101.0;11.0;SOJA;11715P1732;761 I2X;ST;S2;P1;BG;0;857.0
LPCO;GO;101.0;11.0;SOJA;11715P1734;761 I2X;ST;S2;P1;BG;0;858.0
LPCO;GO;101.0;11.0;SOJA;11715P1735;761 I2X;ST;S2;P1;BG;30;852.0
LPCO;GO;101.0;11.0;SOJA;11715P1737;761 I2X;ST;S2;P1;BG;0;854.0
LPCO;GO;101.0;11.0;SOJA;11715P1739;761 I2X;ST;S2;P1;BG;30;863.0
LPCO;GO;101.0;11.0;SOJA;11715P1741;761 I2X;ST;S2;P1;BG;0;844.0
LPCO;GO;101.0;11.0;SOJA;11715P1742;761 I2X;ST;S2;P1;BG;30;857.0
LPCO;GO;101.0;11.0;SOJA;11715P1744;761 I2X;ST;S2;P1;BG;30;833.0
LPCO;GO;101.0;11.0;SOJA;11715P1745;761 I2X;ST;S2;P1;BG;30;862.0
LPCO;GO;101.0;11.0;SOJA;11715P1746;761 I2X;ST;S2;P1;BG;30;830.0
LPCO;GO;101.0;11.0;SOJA;11715P1748;761 I2X;ST;S2;P1;BG;30;830.0
LPCO;GO;101.0;11.0;SOJA;11715P1749;761 I2X;ST;S2;P1;BG;30;839.0
LPCO;GO;101.0;11.0;SOJA;11715P1751;761 I2X;ST;S2;P1;BG;30;845.0
LPCO;GO;101.0;11.0;SOJA;11715P1752;761 I2X;ST;S2;P1;BG;30;851.0
LPCO;GO;101.0;11.0;SOJA;11715P1754;761 I2X;ST;S2;P1;BG;30;857.0
LPCO;GO;101.0;11.0;SOJA;11715P1755;761 I2X;ST;S2;P1;BG;0;864.0
LPCO;GO;101.0;11.0;SOJA;11715P2701;761 I2X;ST;S2;P2;BG;0;1029.0
LPCO;GO;101.0;11.0;SOJA;11715P2704;761 I2X;ST;S2;P2;BG;0;1030.0
LPCO;GO;101.0;11.0;SOJA;11715P2706;761 I2X;ST;S2;P2;BG;0;1026.0
LPCO;GO;101.0;11.0;SOJA;11715P2709;761 I2X;ST;S2;P2;BG;0;1023.0
LPCO;GO;101.0;11.0;SOJA;11715P2711;761 I2X;ST;S2;P2;BG;0;1031.0
LPCO;GO;101.0;11.0;SOJA;11715P2713;761 I2X;ST;S2;P2;BG;0;1019.0
LPCO;GO;101.0;11.0;SOJA;11715P2716;761 I2X;ST;S2;P2;BG;0;1029.0
LPCO;GO;101.0;11.0;SOJA;11715P2719;761 I2X;ST;S2;P2;BG;24;1027.0
LPCO;GO;101.0;11.0;SOJA;11715P2722;761 I2X;ST;S2;P2;BG;24;1032.0
LPCO;GO;101.0;11.0;SOJA;11715P2725;761 I2X;ST;S2;P2;BG;0;1039.0
LPCO;GO;101.0;11.0;SOJA;11715P2728;761 I2X;ST;S2;P2;BG;0;1029.0
LPCO;GO;101.0;11.0;SOJA;11715P2731;761 I2X;ST;S2;P2;BG;0;1045.0
LPCO;GO;101.0;11.0;SOJA;11715P2733;761 I2X;ST;S2;P2;BG;24;1030.0
LPCO;GO;101.0;11.0;SOJA;11715P2736;761 I2X;ST;S2;P2;BG;24;1020.0
LPCO;GO;101.0;11.0;SOJA;11715P2738;761 I2X;ST;S2;P2;BG;0;1016.0
LPCO;GO;101.0;11.0;SOJA;11715P2740;761 I2X;ST;S2;P2;BG;24;1025.0
LPCO;GO;101.0;11.0;SOJA;11715P2743;761 I2X;ST;S2;P2;BG;0;1027.0
LPCO;GO;101.0;11.0;SOJA;11715P2747;761 I2X;ST;S2;P2;BG;24;1030.0
LPCO;GO;101.0;11.0;SOJA;11715P2750;761 I2X;ST;S2;P2;BG;24;1012.0
LPCO;GO;101.0;11.0;SOJA;11715P2753;761 I2X;ST;S2;P2;BG;24;1023.0
LPCO;GO;101.0;11.0;SOJA;11715P2756;761 I2X;ST;S2;P2;BG;0;1033.0
LPCO;GO;101.0;11.0;SOJA;11728P1001;6930I2X;ST;C2;P1;BG;0;835.0
LPCO;GO;101.0;11.0;SOJA;11728P1003;6930I2X;ST;C2;P1;BG;0;828.0
LPCO;GO;101.0;11.0;SOJA;11728P1004;6930I2X;ST;C2;P1;BG;0;812.0
LPCO;GO;101.0;11.0;SOJA;11728P1006;6930I2X;ST;C2;P1;BG;0;801.0
LPCO;GO;101.0;11.0;SOJA;11728P1008;6930I2X;ST;C2;P1;BG;0;821.0
LPCO;GO;101.0;11.0;SOJA;11728P1010;6930I2X;ST;C2;P1;BG;0;827.0
LPCO;GO;101.0;11.0;SOJA;11728P1012;6930I2X;ST;C2;P1;BG;0;813.0
LPCO;GO;101.0;11.0;SOJA;11728P1014;6930I2X;ST;C2;P1;BG;30;804.0
LPCO;GO;101.0;11.0;SOJA;11728P1016;6930I2X;ST;C2;P1;BG;29;842.0
LPCO;GO;101.0;11.0;SOJA;11728P1018;6930I2X;ST;C2;P1;BG;0;830.0
LPCO;GO;101.0;11.0;SOJA;11728P1020;6930I2X;ST;C2;P1;BG;0;834.0
LPCO;GO;101.0;11.0;SOJA;11728P1022;6930I2X;ST;C2;P1;BG;0;822.0
LPCO;GO;101.0;11.0;SOJA;11728P1024;6930I2X;ST;C2;P1;BG;30;836.0
LPCO;GO;101.0;11.0;SOJA;11728P1027;6930I2X;ST;C2;P1;BG;2;835.0
LPCO;GO;101.0;11.0;SOJA;11728P2002;6930I2X;ST;C2;P2;BG;0;1035.0
LPCO;GO;101.0;11.0;SOJA;11728P2005;6930I2X;ST;C2;P2;BG;24;1010.0
LPCO;GO;101.0;11.0;SOJA;11728P2007;6930I2X;ST;C2;P2;BG;15;1010.0
LPCO;GO;101.0;11.0;SOJA;11728P2009;6930I2X;ST;C2;P2;BG;24;1021.0
LPCO;GO;101.0;11.0;SOJA;11728P2011;6930I2X;ST;C2;P2;BG;24;1019.0
LPCO;GO;101.0;11.0;SOJA;11728P2013;6930I2X;ST;C2;P2;BG;24;1056.0
LPCO;GO;101.0;11.0;SOJA;11728P2015;6930I2X;ST;C2;P2;BG;24;1065.0
LPCO;GO;101.0;11.0;SOJA;11728P2017;6930I2X;ST;C2;P2;BG;24;1007.0
LPCO;GO;101.0;11.0;SOJA;11728P2019;6930I2X;ST;C2;P2;BG;0;1042.0
LPCO;GO;101.0;11.0;SOJA;11728P2021;6930I2X;ST;C2;P2;BG;24;1034.0
LPCO;GO;101.0;11.0;SOJA;11728P2023;6930I2X;ST;C2;P2;BG;0;1078.0
LPCO;GO;101.0;11.0;SOJA;11728P2025;6930I2X;ST;C2;P2;BG;24;1050.0
LPCO;GO;101.0;11.0;SOJA;11728P2026;6930I2X;ST;C2;P2;BG;0;1029.0
LPCO;GO;101.0;11.0;SOJA;11740P1901;NEO771 I2X;ST;C2;P1;BG;0;771.0
LPCO;GO;101.0;11.0;SOJA;11740P1903;NEO771 I2X;ST;C2;P1;BG;0;683.0
LPCO;GO;101.0;11.0;SOJA;11740P1905;NEO771 I2X;ST;C2;P1;BG;0;688.0
LPCO;GO;101.0;11.0;SOJA;11740P1907;NEO771 I2X;ST;C2;P1;BG;0;689.0
LPCO;GO;101.0;11.0;SOJA;11740P1910;NEO771 I2X;ST;C2;P1;BG;0;685.0
LPCO;GO;101.0;11.0;SOJA;11740P1911;NEO771 I2X;ST;C2;P1;BG;0;680.0
LPCO;GO;101.0;11.0;SOJA;11740P1913;NEO771 I2X;ST;C2;P1;BG;0;688.0
LPCO;GO;101.0;11.0;SOJA;11740P1916;NEO771 I2X;ST;C2;P1;BG;0;688.0
LPCO;GO;101.0;11.0;SOJA;11740P1918;NEO771 I2X;ST;C2;P1;BG;0;679.0
LPCO;GO;101.0;11.0;SOJA;11740P1920;NEO771 I2X;ST;C2;P1;BG;0;678.0
LPCO;GO;101.0;11.0;SOJA;11740P1923;NEO771 I2X;ST;C2;P1;BG;0;682.0
LPCO;GO;101.0;11.0;SOJA;11740P1925;NEO771 I2X;ST;C2;P1;BG;0;673.0
LPCO;GO;101.0;11.0;SOJA;11740P1928;NEO771 I2X;ST;C2;P1;BG;0;676.0
LPCO;GO;101.0;11.0;SOJA;11740P2902;NEO771 I2X;ST;C2;P2;BG;0;941.0
LPCO;GO;101.0;11.0;SOJA;11740P2904;NEO771 I2X;ST;C2;P2;BG;0;870.0
LPCO;GO;101.0;11.0;SOJA;11740P2906;NEO771 I2X;ST;C2;P2;BG;0;874.0
LPCO;GO;101.0;11.0;SOJA;11740P2908;NEO771 I2X;ST;C2;P2;BG;0;874.0
LPCO;GO;101.0;11.0;SOJA;11740P2909;NEO771 I2X;ST;C2;P2;BG;0;865.0
LPCO;GO;101.0;11.0;SOJA;11740P2912;NEO771 I2X;ST;C2;P2;BG;0;872.0
LPCO;GO;101.0;11.0;SOJA;11740P2914;NEO771 I2X;ST;C2;P2;BG;0;878.0
LPCO;GO;101.0;11.0;SOJA;11740P2915;NEO771 I2X;ST;C2;P2;BG;0;885.0
LPCO;GO;101.0;11.0;SOJA;11740P2917;NEO771 I2X;ST;C2;P2;BG;0;871.0
LPCO;GO;101.0;11.0;SOJA;11740P2919;NEO771 I2X;ST;C2;P2;BG;0;879.0
LPCO;GO;101.0;11.0;SOJA;11740P2921;NEO771 I2X;ST;C2;P2;BG;0;878.0
LPCO;GO;101.0;11.0;SOJA;11740P2922;NEO771 I2X;ST;C2;P2;BG;0;870.0
LPCO;GO;101.0;11.0;SOJA;11740P2924;NEO771 I2X;ST;C2;P2;BG;0;874.0
LPCO;GO;101.0;11.0;SOJA;11740P2926;NEO771 I2X;ST;C2;P2;BG;0;866.0
LPCO;GO;101.0;11.0;SOJA;11740P2927;NEO771 I2X;ST;C2;P2;BG;0;881.0
LPCO;GO;101.0;11.0;SOJA;11741P1301;NEO801 CE;ST;C2;P1;BG;30;815.0
LPCO;GO;101.0;11.0;SOJA;11741P1304;NEO801 CE;ST;C2;P1;BG;30;823.0
LPCO;GO;101.0;11.0;SOJA;11741P1306;NEO801 CE;ST;C2;P1;BG;19;832.0
LPCO;GO;101.0;11.0;SOJA;11741P1309;NEO801 CE;ST;C2;P1;BG;30;689.0
LPCO;GO;101.0;11.0;SOJA;11741P1310;NEO801 CE;ST;C2;P1;BG;30;668.0
LPCO;GO;101.0;11.0;SOJA;11741P1312;NEO801 CE;ST;C2;P1;BG;30;668.0
LPCO;GO;101.0;11.0;SOJA;11741P1314;NEO801 CE;ST;C2;P1;BG;30;673.0
LPCO;GO;101.0;11.0;SOJA;11741P1315;NEO801 CE;ST;C2;P1;BG;30;669.0
LPCO;GO;101.0;11.0;SOJA;11741P1317;NEO801 CE;ST;C2;P1;BG;30;676.0
LPCO;GO;101.0;11.0;SOJA;11741P1319;NEO801 CE;ST;C2;P1;BG;30;667.0
LPCO;GO;101.0;11.0;SOJA;11741P1320;NEO801 CE;ST;C2;P1;BG;30;680.0
LPCO;GO;101.0;11.0;SOJA;11741P1322;NEO801 CE;ST;C2;P1;BG;30;703.0
LPCO;GO;101.0;11.0;SOJA;11741P1324;NEO801 CE;ST;C2;P1;BG;11;702.0
LPCO;GO;101.0;11.0;SOJA;11741P2302;NEO801 CE;ST;C2;P2;BG;0;1003.0
LPCO;GO;101.0;11.0;SOJA;11741P2303;NEO801 CE;ST;C2;P2;BG;27;1000.0
LPCO;GO;101.0;11.0;SOJA;11741P2305;NEO801 CE;ST;C2;P2;BG;24;1019.0
LPCO;GO;101.0;11.0;SOJA;11741P2307;NEO801 CE;ST;C2;P2;BG;14;955.0
LPCO;GO;101.0;11.0;SOJA;11741P2308;NEO801 CE;ST;C2;P2;BG;30;884.0
LPCO;GO;101.0;11.0;SOJA;11741P2311;NEO801 CE;ST;C2;P2;BG;30;859.0
LPCO;GO;101.0;11.0;SOJA;11741P2313;NEO801 CE;ST;C2;P2;BG;30;868.0
LPCO;GO;101.0;11.0;SOJA;11741P2316;NEO801 CE;ST;C2;P2;BG;30;861.0
LPCO;GO;101.0;11.0;SOJA;11741P2318;NEO801 CE;ST;C2;P2;BG;0;869.0
LPCO;GO;101.0;11.0;SOJA;11741P2321;NEO801 CE;ST;C2;P2;BG;30;880.0
LPCO;GO;101.0;11.0;SOJA;11741P2323;NEO801 CE;ST;C2;P2;BG;0;884.0
LPCO;GO;101.0;11.0;SOJA;11741P2325;NEO801 CE;ST;C2;P2;BG;21;884.0
LPCO;GO;101.0;11.0;SOJA;11743P1417;22213I2X;ST;C2;P1;BG;30;761.0
LPCO;GO;101.0;11.0;SOJA;11743P1420;22213I2X;ST;C2;P1;BG;30;733.0
LPCO;GO;101.0;11.0;SOJA;11743P1422;22213I2X;ST;C2;P1;BG;30;748.0
LPCO;GO;101.0;11.0;SOJA;11743P1424;22213I2X;ST;C2;P1;BG;23;731.0
LPCO;GO;101.0;11.0;SOJA;11743P2418;22213I2X;ST;C2;P2;BG;27;953.0
LPCO;GO;101.0;11.0;SOJA;11743P2419;22213I2X;ST;C2;P2;BG;27;936.0
LPCO;GO;101.0;11.0;SOJA;11743P2421;22213I2X;ST;C2;P2;BG;27;948.0
LPCO;GO;101.0;11.0;SOJA;11743P2423;22213I2X;ST;C2;P2;BG;27;929.0
LPCO;GO;101.0;11.0;SOJA;11743P2425;22213I2X;ST;C2;P2;BG;14;949.0
LPCO;GO;101.0;11.0;SOJA;11754P1401;7222I2X;ST;C1;P1;BG;24;1050.0
LPCO;GO;101.0;11.0;SOJA;11754P1403;7222I2X;ST;C1;P1;BG;17;1031.0
LPCO;GO;101.0;11.0;SOJA;11754P1405;7222I2X;ST;C1;P1;BG;24;1029.0
LPCO;GO;101.0;11.0;SOJA;11754P1407;7222I2X;ST;C1;P1;BG;0;1033.0
LPCO;GO;101.0;11.0;SOJA;11754P2402;7222I2X;ST;C1;P2;BG;18;1203.0
LPCO;GO;101.0;11.0;SOJA;11754P2404;7222I2X;ST;C1;P2;BG;18;1201.0
LPCO;GO;101.0;11.0;SOJA;11754P2406;7222I2X;ST;C1;P2;BG;9;1200.0
LPCO;GO;101.0;11.0;SOJA;11757P1801;NEO780 CE;ST;C1;P1;BG;0;846.0
LPCO;GO;101.0;11.0;SOJA;11757P1803;NEO780 CE;ST;C1;P1;BG;30;848.0
LPCO;GO;101.0;11.0;SOJA;11757P1805;NEO780 CE;ST;C1;P1;BG;30;855.0
LPCO;GO;101.0;11.0;SOJA;11757P1807;NEO780 CE;ST;C1;P1;BG;30;846.0
LPCO;GO;101.0;11.0;SOJA;11757P1808;NEO780 CE;ST;C1;P1;BG;0;850.0
LPCO;GO;101.0;11.0;SOJA;11757P1810;NEO780 CE;ST;C1;P1;BG;2;851.0
LPCO;GO;101.0;11.0;SOJA;11757P2802;NEO780 CE;ST;C1;P2;BG;0;1039.0
LPCO;GO;101.0;11.0;SOJA;11757P2804;NEO780 CE;ST;C1;P2;BG;24;1032.0
LPCO;GO;101.0;11.0;SOJA;11757P2806;NEO780 CE;ST;C1;P2;BG;24;1032.0
LPCO;GO;101.0;11.0;SOJA;11757P2809;NEO780 CE;ST;C1;P2;BG;4;1029.0
LPCO;GO;101.0;11.0;SOJA;11758P1502;C2705CE;ST;C1;P1;BG;27;913.0
LPCO;GO;101.0;11.0;SOJA;11758P1503;C2705CE;ST;C1;P1;BG;27;917.0
LPCO;GO;101.0;11.0;SOJA;11758P1505;C2705CE;ST;C1;P1;BG;27;912.0
LPCO;GO;101.0;11.0;SOJA;11758P1507;C2705CE;ST;C1;P1;BG;4;905.0
LPCO;GO;101.0;11.0;SOJA;11758P2501;C2705CE;ST;C1;P2;BG;24;1112.0
LPCO;GO;101.0;11.0;SOJA;11758P2504;C2705CE;ST;C1;P2;BG;24;1102.0
LPCO;GO;101.0;11.0;SOJA;11758P2506;C2705CE;ST;C1;P2;BG;21;1105.0
LPCO;GO;101.0;11.0;SOJA;11759P1409;NEO811 I2X;ST;C1;P1;BG;30;652.0
LPCO;GO;101.0;11.0;SOJA;11759P1410;NEO811 I2X;ST;C1;P1;BG;30;656.0
LPCO;GO;101.0;11.0;SOJA;11759P1412;NEO811 I2X;ST;C1;P1;BG;15;656.0
LPCO;GO;101.0;11.0;SOJA;11759P1414;NEO811 I2X;ST;C1;P1;BG;30;658.0
LPCO;GO;101.0;11.0;SOJA;11759P1415;NEO811 I2X;ST;C1;P1;BG;18;640.0
LPCO;GO;101.0;11.0;SOJA;11759P2408;NEO811 I2X;ST;C1;P2;BG;25;809.0
LPCO;GO;101.0;11.0;SOJA;11759P2411;NEO811 I2X;ST;C1;P2;BG;30;801.0
LPCO;GO;101.0;11.0;SOJA;11759P2413;NEO811 I2X;ST;C1;P2;BG;30;826.0
LPCO;GO;101.0;11.0;SOJA;11759P2416;NEO811 I2X;ST;C1;P2;BG;1;794.0
