local;uf;filial;deposito;cultura;lote;cultivar;Tratamento;cat;pen;um;qtd_sistema;peso_etiqueta
UBS I;GO;101.0;10.0;SOJA;11026740P1054;NEO771 I2X;SEM TRATAMENTO;C2;P1;BG;30;698.0
UBS I;GO;101.0;10.0;SOJA;11026740P1056;NEO771 I2X;SEM TRATAMENTO;C2;P1;BG;30;699.0
UBS I;GO;101.0;10.0;SOJA;11026740P1058;NEO771 I2X;SEM TRATAMENTO;C2;P1;BG;30;696.0
UBS I;GO;101.0;10.0;SOJA;11026740P1093;NEO771 I2X;SEM TRATAMENTO;C2;P1;BG;30;708.0
UBS I;GO;101.0;10.0;SOJA;11026740P1094;NEO771 I2X;SEM TRATAMENTO;C2;P1;BG;30;715.0
UBS I;GO;101.0;10.0;SOJA;11026740P1096;NEO771 I2X;SEM TRATAMENTO;C2;P1;BG;30;699.0
UBS I;GO;101.0;10.0;SOJA;11026740P1098;NEO771 I2X;SEM TRATAMENTO;C2;P1;BG;30;712.0
UBS I;GO;101.0;10.0;SOJA;11026740P1100;NEO771 I2X;SEM TRATAMENTO;C2;P1;BG;30;712.0
UBS I;GO;101.0;10.0;SOJA;11026740P1101;NEO771 I2X;SEM TRATAMENTO;C2;P1;BG;30;714.0
UBS I;GO;101.0;10.0;SOJA;11026740P1103;NEO771 I2X;SEM TRATAMENTO;C2;P1;BG;30;718.0
UBS I;GO;101.0;10.0;SOJA;11026740P1105;NEO771 I2X;SEM TRATAMENTO;C2;P1;BG;30;721.0
UBS I;GO;101.0;10.0;SOJA;11026740P1107;NEO771 I2X;SEM TRATAMENTO;C2;P1;BG;30;718.0
UBS I;GO;101.0;10.0;SOJA;11026740P1109;NEO771 I2X;SEM TRATAMENTO;C2;P1;BG;30;721.0
UBS I;GO;101.0;10.0;SOJA;11026740P1111;NEO771 I2X;SEM TRATAMENTO;C2;P1;BG;30;728.0
UBS I;GO;101.0;10.0;SOJA;11026740P1113;NEO771 I2X;SEM TRATAMENTO;C2;P1;BG;30;710.0
UBS I;GO;101.0;10.0;SOJA;11026740P1114;NEO771 I2X;SEM TRATAMENTO;C2;P1;BG;30;715.0
UBS I;GO;101.0;10.0;SOJA;11026740P1116;NEO771 I2X;SEM TRATAMENTO;C2;P1;BG;30;709.0
UBS I;GO;101.0;10.0;SOJA;11026740P1118;NEO771 I2X;SEM TRATAMENTO;C2;P1;BG;30;705.0
UBS I;GO;101.0;10.0;SOJA;11026740P1119;NEO771 I2X;SEM TRATAMENTO;C2;P1;BG;30;702.0
UBS I;GO;101.0;10.0;SOJA;11026740P1121;NEO771 I2X;SEM TRATAMENTO;C2;P1;BG;30;694.0
UBS I;GO;101.0;10.0;SOJA;11026740P1123;NEO771 I2X;SEM TRATAMENTO;C2;P1;BG;30;705.0
UBS I;GO;101.0;10.0;SOJA;11026740P1124;NEO771 I2X;SEM TRATAMENTO;C2;P1;BG;30;708.0
UBS I;GO;101.0;10.0;SOJA;11026740P1126;NEO771 I2X;SEM TRATAMENTO;C2;P1;BG;30;713.0
UBS I;GO;101.0;10.0;SOJA;11026740P1128;NEO771 I2X;SEM TRATAMENTO;C2;P1;BG;30;718.0
UBS I;GO;101.0;10.0;SOJA;11026740P1130;NEO771 I2X;SEM TRATAMENTO;C2;P1;BG;30;710.0
UBS I;GO;101.0;10.0;SOJA;11026740P1131;NEO771 I2X;SEM TRATAMENTO;C2;P1;BG;30;712.0
UBS I;GO;101.0;10.0;SOJA;11026740P1133;NEO771 I2X;SEM TRATAMENTO;C2;P1;BG;30;713.0
UBS I;GO;101.0;10.0;SOJA;11026740P1135;NEO771 I2X;SEM TRATAMENTO;C2;P1;BG;30;712.0
UBS I;GO;101.0;10.0;SOJA;11026740P1137;NEO771 I2X;SEM TRATAMENTO;C2;P1;BG;30;710.0
UBS I;GO;101.0;10.0;SOJA;11026740P1138;NEO771 I2X;SEM TRATAMENTO;C2;P1;BG;30;713.0
UBS I;GO;101.0;10.0;SOJA;11026740P1140;NEO771 I2X;SEM TRATAMENTO;C2;P1;BG;30;723.0
UBS I;GO;101.0;10.0;SOJA;11026740P1142;NEO771 I2X;SEM TRATAMENTO;C2;P1;BG;30;705.0
UBS I;GO;101.0;10.0;SOJA;11026740P1144;NEO771 I2X;SEM TRATAMENTO;C2;P1;BG;30;697.0
UBS I;GO;101.0;10.0;SOJA;11026740P1145;NEO771 I2X;SEM TRATAMENTO;C2;P1;BG;30;708.0
UBS I;GO;101.0;10.0;SOJA;11026740P1146;NEO771 I2X;SEM TRATAMENTO;C2;P1;BG;30;683.0
UBS I;GO;101.0;10.0;SOJA;11026740P1147;NEO771 I2X;SEM TRATAMENTO;C2;P1;BG;30;690.0
UBS I;GO;101.0;10.0;SOJA;11026740P1149;NEO771 I2X;SEM TRATAMENTO;C2;P1;BG;30;704.0
UBS I;GO;101.0;10.0;SOJA;11026740P1150;NEO771 I2X;SEM TRATAMENTO;C2;P1;BG;22;705.0
UBS I;GO;101.0;10.0;SOJA;11026740P1169;NEO771 I2X;SEM TRATAMENTO;C2;P1;BG;30;735.0
UBS I;GO;101.0;10.0;SOJA;11026740P1171;NEO771 I2X;SEM TRATAMENTO;C2;P1;BG;30;732.0
UBS I;GO;101.0;10.0;SOJA;11026740P1173;NEO771 I2X;SEM TRATAMENTO;C2;P1;BG;30;716.0
UBS I;GO;101.0;10.0;SOJA;11026740P1175;NEO771 I2X;SEM TRATAMENTO;C2;P1;BG;30;741.0
UBS I;GO;101.0;10.0;SOJA;11026740P1176;NEO771 I2X;SEM TRATAMENTO;C2;P1;BG;30;732.0
UBS I;GO;101.0;10.0;SOJA;11026740P1178;NEO771 I2X;SEM TRATAMENTO;C2;P1;BG;30;742.0
UBS I;GO;101.0;10.0;SOJA;11026740P1181;NEO771 I2X;SEM TRATAMENTO;C2;P1;BG;30;734.0
UBS I;GO;101.0;10.0;SOJA;11026740P1183;NEO771 I2X;SEM TRATAMENTO;C2;P1;BG;30;738.0
UBS I;GO;101.0;10.0;SOJA;11026740P1185;NEO771 I2X;SEM TRATAMENTO;C2;P1;BG;24;743.0
UBS I;GO;101.0;10.0;SOJA;11026740P2045;NEO771 I2X;SEM TRATAMENTO;C2;P2;BG;30;834.0
UBS I;GO;101.0;10.0;SOJA;11026740P2047;NEO771 I2X;SEM TRATAMENTO;C2;P2;BG;30;856.0
UBS I;GO;101.0;10.0;SOJA;11026740P2049;NEO771 I2X;SEM TRATAMENTO;C2;P2;BG;30;872.0
UBS I;GO;101.0;10.0;SOJA;11026740P2051;NEO771 I2X;SEM TRATAMENTO;C2;P2;BG;30;876.0
UBS I;GO;101.0;10.0;SOJA;11026740P2053;NEO771 I2X;SEM TRATAMENTO;C2;P2;BG;30;852.0
UBS I;GO;101.0;10.0;SOJA;11026740P2055;NEO771 I2X;SEM TRATAMENTO;C2;P2;BG;30;854.0
UBS I;GO;101.0;10.0;SOJA;11026740P2057;NEO771 I2X;SEM TRATAMENTO;C2;P2;BG;30;883.0
UBS I;GO;101.0;10.0;SOJA;11026740P2059;NEO771 I2X;SEM TRATAMENTO;C2;P2;BG;30;868.0
UBS I;GO;101.0;10.0;SOJA;11026740P2092;NEO771 I2X;SEM TRATAMENTO;C2;P2;BG;30;881.0
UBS I;GO;101.0;10.0;SOJA;11026740P2095;NEO771 I2X;SEM TRATAMENTO;C2;P2;BG;30;862.0
UBS I;GO;101.0;10.0;SOJA;11026740P2097;NEO771 I2X;SEM TRATAMENTO;C2;P2;BG;30;896.0
UBS I;GO;101.0;10.0;SOJA;11026740P2099;NEO771 I2X;SEM TRATAMENTO;C2;P2;BG;30;904.0
UBS I;GO;101.0;10.0;SOJA;11026740P2102;NEO771 I2X;SEM TRATAMENTO;C2;P2;BG;30;882.0
UBS I;GO;101.0;10.0;SOJA;11026740P2104;NEO771 I2X;SEM TRATAMENTO;C2;P2;BG;30;882.0
UBS I;GO;101.0;10.0;SOJA;11026740P2106;NEO771 I2X;SEM TRATAMENTO;C2;P2;BG;30;904.0
UBS I;GO;101.0;10.0;SOJA;11026740P2108;NEO771 I2X;SEM TRATAMENTO;C2;P2;BG;30;897.0
UBS I;GO;101.0;10.0;SOJA;11026740P2110;NEO771 I2X;SEM TRATAMENTO;C2;P2;BG;30;876.0
UBS I;GO;101.0;10.0;SOJA;11026740P2112;NEO771 I2X;SEM TRATAMENTO;C2;P2;BG;30;866.0
UBS I;GO;101.0;10.0;SOJA;11026740P2115;NEO771 I2X;SEM TRATAMENTO;C2;P2;BG;30;876.0
UBS I;GO;101.0;10.0;SOJA;11026740P2117;NEO771 I2X;SEM TRATAMENTO;C2;P2;BG;30;884.0
UBS I;GO;101.0;10.0;SOJA;11026740P2120;NEO771 I2X;SEM TRATAMENTO;C2;P2;BG;30;832.0
UBS I;GO;101.0;10.0;SOJA;11026740P2122;NEO771 I2X;SEM TRATAMENTO;C2;P2;BG;30;848.0
UBS I;GO;101.0;10.0;SOJA;11026740P2125;NEO771 I2X;SEM TRATAMENTO;C2;P2;BG;30;877.0
UBS I;GO;101.0;10.0;SOJA;11026740P2127;NEO771 I2X;SEM TRATAMENTO;C2;P2;BG;30;892.0
UBS I;GO;101.0;10.0;SOJA;11026740P2129;NEO771 I2X;SEM TRATAMENTO;C2;P2;BG;30;883.0
UBS I;GO;101.0;10.0;SOJA;11026740P2132;NEO771 I2X;SEM TRATAMENTO;C2;P2;BG;30;883.0
UBS I;GO;101.0;10.0;SOJA;11026740P2134;NEO771 I2X;SEM TRATAMENTO;C2;P2;BG;30;867.0
UBS I;GO;101.0;10.0;SOJA;11026740P2136;NEO771 I2X;SEM TRATAMENTO;C2;P2;BG;30;852.0
UBS I;GO;101.0;10.0;SOJA;11026740P2139;NEO771 I2X;SEM TRATAMENTO;C2;P2;BG;30;879.0
UBS I;GO;101.0;10.0;SOJA;11026740P2141;NEO771 I2X;SEM TRATAMENTO;C2;P2;BG;30;861.0
UBS I;GO;101.0;10.0;SOJA;11026740P2143;NEO771 I2X;SEM TRATAMENTO;C2;P2;BG;30;853.0
UBS I;GO;101.0;10.0;SOJA;11026740P2148;NEO771 I2X;SEM TRATAMENTO;C2;P2;BG;26;820.0
UBS I;GO;101.0;10.0;SOJA;11026740P2170;NEO771 I2X;SEM TRATAMENTO;C2;P2;BG;30;878.0
UBS I;GO;101.0;10.0;SOJA;11026740P2172;NEO771 I2X;SEM TRATAMENTO;C2;P2;BG;30;859.0
UBS I;GO;101.0;10.0;SOJA;11026740P2174;NEO771 I2X;SEM TRATAMENTO;C2;P2;BG;30;879.0
UBS I;GO;101.0;10.0;SOJA;11026740P2177;NEO771 I2X;SEM TRATAMENTO;C2;P2;BG;30;872.0
UBS I;GO;101.0;10.0;SOJA;11026740P2179;NEO771 I2X;SEM TRATAMENTO;C2;P2;BG;30;876.0
UBS I;GO;101.0;10.0;SOJA;11026740P2180;NEO771 I2X;SEM TRATAMENTO;C2;P2;BG;30;872.0
UBS I;GO;101.0;10.0;SOJA;11026740P2182;NEO771 I2X;SEM TRATAMENTO;C2;P2;BG;30;871.0
UBS I;GO;101.0;10.0;SOJA;11026740P2184;NEO771 I2X;SEM TRATAMENTO;C2;P2;BG;23;870.0
UBS I;GO;101.0;10.0;SOJA;11026755P1336;M 7535 I2X;SEM TRATAMENTO;C1;P1;BG;30;752.0
UBS I;GO;101.0;10.0;SOJA;11026755P1339;M 7535 I2X;SEM TRATAMENTO;C1;P1;BG;8;746.0
UBS I;GO;101.0;10.0;SOJA;11026755P2337;M 7535 I2X;SEM TRATAMENTO;C1;P2;BG;30;888.0
UBS I;GO;101.0;10.0;SOJA;11026755P2338;M 7535 I2X;SEM TRATAMENTO;C1;P2;BG;30;889.0
UBS I;GO;101.0;10.0;SOJA;11026755P2340;M 7535 I2X;SEM TRATAMENTO;C1;P2;BG;10;878.0
UBS I;GO;101.0;10.0;SOJA;11026756P1233;C2810CE;SEM TRATAMENTO;C1;P1;BG;30;730.0
UBS I;GO;101.0;10.0;SOJA;11026756P1235;C2810CE;SEM TRATAMENTO;C1;P1;BG;30;734.0
UBS I;GO;101.0;10.0;SOJA;11026756P2234;C2810CE;SEM TRATAMENTO;C1;P2;BG;30;871.0
UBS I;GO;101.0;10.0;SOJA;11026756P2236;C2810CE;SEM TRATAMENTO;C1;P2;BG;12;852.0
UBS I;GO;101.0;10.0;SOJA;11026757P1282;NEO780 CE;SEM TRATAMENTO;C1;P1;BG;30;729.0
UBS I;GO;101.0;10.0;SOJA;11026757P1285;NEO780 CE;SEM TRATAMENTO;C1;P1;BG;30;760.0
UBS I;GO;101.0;10.0;SOJA;11026757P1286;NEO780 CE;SEM TRATAMENTO;C1;P1;BG;0;740.0
UBS I;GO;101.0;10.0;SOJA;11026757P1288;NEO780 CE;SEM TRATAMENTO;C1;P1;BG;6;733.0
UBS I;GO;101.0;10.0;SOJA;11026757P2283;NEO780 CE;SEM TRATAMENTO;C1;P2;BG;30;929.0
UBS I;GO;101.0;10.0;SOJA;11026757P2284;NEO780 CE;SEM TRATAMENTO;C1;P2;BG;30;913.0
UBS I;GO;101.0;10.0;SOJA;11026757P2287;NEO780 CE;SEM TRATAMENTO;C1;P2;BG;30;900.0
UBS I;GO;101.0;10.0;SOJA;11026760P1214;SOYTECH 745 I2X;SEM TRATAMENTO;C1;P1;BG;30;695.0
UBS I;GO;101.0;10.0;SOJA;11026760P1217;SOYTECH 745 I2X;SEM TRATAMENTO;C1;P1;BG;30;651.0
UBS I;GO;101.0;10.0;SOJA;11026760P1218;SOYTECH 745 I2X;SEM TRATAMENTO;C1;P1;BG;30;646.0
UBS I;GO;101.0;10.0;SOJA;11026760P1221;SOYTECH 745 I2X;SEM TRATAMENTO;C1;P1;BG;30;648.0
UBS I;GO;101.0;10.0;SOJA;11026760P1223;SOYTECH 745 I2X;SEM TRATAMENTO;C1;P1;BG;30;643.0
UBS I;GO;101.0;10.0;SOJA;11026760P1226;SOYTECH 745 I2X;SEM TRATAMENTO;C1;P1;BG;30;644.0
UBS I;GO;101.0;10.0;SOJA;11026760P1228;SOYTECH 745 I2X;SEM TRATAMENTO;C1;P1;BG;30;638.0
UBS I;GO;101.0;10.0;SOJA;11026760P1231;SOYTECH 745 I2X;SEM TRATAMENTO;C1;P1;BG;30;636.0
UBS I;GO;101.0;10.0;SOJA;11026760P2215;SOYTECH 745 I2X;SEM TRATAMENTO;C1;P2;BG;30;819.0
UBS I;GO;101.0;10.0;SOJA;11026760P2216;SOYTECH 745 I2X;SEM TRATAMENTO;C1;P2;BG;30;802.0
UBS I;GO;101.0;10.0;SOJA;11026760P2219;SOYTECH 745 I2X;SEM TRATAMENTO;C1;P2;BG;30;815.0
UBS I;GO;101.0;10.0;SOJA;11026760P2220;SOYTECH 745 I2X;SEM TRATAMENTO;C1;P2;BG;30;796.0
UBS I;GO;101.0;10.0;SOJA;11026760P2222;SOYTECH 745 I2X;SEM TRATAMENTO;C1;P2;BG;30;794.0
UBS I;GO;101.0;10.0;SOJA;11026760P2224;SOYTECH 745 I2X;SEM TRATAMENTO;C1;P2;BG;30;793.0
UBS I;GO;101.0;10.0;SOJA;11026760P2225;SOYTECH 745 I2X;SEM TRATAMENTO;C1;P2;BG;30;791.0
UBS I;GO;101.0;10.0;SOJA;11026760P2227;SOYTECH 745 I2X;SEM TRATAMENTO;C1;P2;BG;30;804.0
UBS I;GO;101.0;10.0;SOJA;11026760P2229;SOYTECH 745 I2X;SEM TRATAMENTO;C1;P2;BG;30;787.0
UBS I;GO;101.0;10.0;SOJA;11026760P2230;SOYTECH 745 I2X;SEM TRATAMENTO;C1;P2;BG;30;792.0
UBS I;GO;101.0;10.0;SOJA;11026760P2232;SOYTECH 745 I2X;SEM TRATAMENTO;C1;P2;BG;17;808.0
UBS I;GO;101.0;10.0;SOJA;11026764P1290;NEO791 CE;SEM TRATAMENTO;C1;P1;BG;30;583.0
UBS I;GO;101.0;10.0;SOJA;11026764P1294;NEO791 CE;SEM TRATAMENTO;C1;P1;BG;30;544.0
UBS I;GO;101.0;10.0;SOJA;11026764P1299;NEO791 CE;SEM TRATAMENTO;C1;P1;BG;9;553.0
UBS I;GO;101.0;10.0;SOJA;11026764P2289;NEO791 CE;SEM TRATAMENTO;C1;P2;BG;30;712.0
UBS I;GO;101.0;10.0;SOJA;11026764P2291;NEO791 CE;SEM TRATAMENTO;C1;P2;BG;30;720.0
UBS I;GO;101.0;10.0;SOJA;11026764P2292;NEO791 CE;SEM TRATAMENTO;C1;P2;BG;30;770.0
UBS I;GO;101.0;10.0;SOJA;11026764P2293;NEO791 CE;SEM TRATAMENTO;C1;P2;BG;30;718.0
UBS I;GO;101.0;10.0;SOJA;11026764P2295;NEO791 CE;SEM TRATAMENTO;C1;P2;BG;30;720.0
UBS I;GO;101.0;10.0;SOJA;11026764P2296;NEO791 CE;SEM TRATAMENTO;C1;P2;BG;30;717.0
UBS I;GO;101.0;10.0;SOJA;11026764P2297;NEO791 CE;SEM TRATAMENTO;C1;P2;BG;30;725.0
UBS I;GO;101.0;10.0;SOJA;11026764P2298;NEO791 CE;SEM TRATAMENTO;C1;P2;BG;18;723.0
LPCO;GO;101.0;11.0;SOJA;11149P1601;NEO680 IPRO;ST;S2;P1;BG;30;838.0
LPCO;GO;101.0;11.0;SOJA;11149P1603;NEO680 IPRO;ST;S2;P1;BG;0;826.0
LPCO;GO;101.0;11.0;SOJA;11149P1604;NEO680 IPRO;ST;S2;P1;BG;30;822.0
LPCO;GO;101.0;11.0;SOJA;11149P1606;NEO680 IPRO;ST;S2;P1;BG;30;830.0
LPCO;GO;101.0;11.0;SOJA;11149P1607;NEO680 IPRO;ST;S2;P1;BG;30;794.0
LPCO;GO;101.0;11.0;SOJA;11149P1608;NEO680 IPRO;ST;S2;P1;BG;30;785.0
LPCO;GO;101.0;11.0;SOJA;11149P1609;NEO680 IPRO;ST;S2;P1;BG;30;789.0
LPCO;GO;101.0;11.0;SOJA;11149P1610;NEO680 IPRO;ST;S2;P1;BG;30;792.0
LPCO;GO;101.0;11.0;SOJA;11149P1611;NEO680 IPRO;ST;S2;P1;BG;30;802.0
LPCO;GO;101.0;11.0;SOJA;11149P1612;NEO680 IPRO;ST;S2;P1;BG;30;797.0
LPCO;GO;101.0;11.0;SOJA;11149P1613;NEO680 IPRO;ST;S2;P1;BG;30;764.0
LPCO;GO;101.0;11.0;SOJA;11149P1614;NEO680 IPRO;ST;S2;P1;BG;30;764.0
LPCO;GO;101.0;11.0;SOJA;11149P1616;NEO680 IPRO;ST;S2;P1;BG;0;765.0
LPCO;GO;101.0;11.0;SOJA;11149P1617;NEO680 IPRO;ST;S2;P1;BG;30;762.0
LPCO;GO;101.0;11.0;SOJA;11149P1618;NEO680 IPRO;ST;S2;P1;BG;0;787.0
LPCO;GO;101.0;11.0;SOJA;11149P1620;NEO680 IPRO;ST;C1;P1;BG;0;787.0
LPCO;GO;101.0;11.0;SOJA;11149P1621;NEO680 IPRO;ST;C1;P1;BG;0;778.0
LPCO;GO;101.0;11.0;SOJA;11149P1622;NEO680 IPRO;ST;C1;P1;BG;16;785.0
LPCO;GO;101.0;11.0;SOJA;11149P1624;NEO680 IPRO;ST;C1;P1;BG;0;789.0
LPCO;GO;101.0;11.0;SOJA;11149P1626;NEO680 IPRO;ST;C1;P1;BG;0;783.0
LPCO;GO;101.0;11.0;SOJA;11149P1627;NEO680 IPRO;ST;C1;P1;BG;30;775.0
LPCO;GO;101.0;11.0;SOJA;11149P1628;NEO680 IPRO;ST;C1;P1;BG;30;747.0
LPCO;GO;101.0;11.0;SOJA;11149P1630;NEO680 IPRO;ST;S2;P1;BG;30;786.0
LPCO;GO;101.0;11.0;SOJA;11149P1631;NEO680 IPRO;ST;S2;P1;BG;30;759.0
LPCO;GO;101.0;11.0;SOJA;11149P1632;NEO680 IPRO;ST;S2;P1;BG;30;760.0
LPCO;GO;101.0;11.0;SOJA;11149P1633;NEO680 IPRO;ST;S2;P1;BG;30;763.0
LPCO;GO;101.0;11.0;SOJA;11149P1635;NEO680 IPRO;ST;S2;P1;BG;30;769.0
LPCO;GO;101.0;11.0;SOJA;11149P1636;NEO680 IPRO;ST;S2;P1;BG;30;739.0
LPCO;GO;101.0;11.0;SOJA;11149P1637;NEO680 IPRO;ST;S2;P1;BG;30;720.0
LPCO;GO;101.0;11.0;SOJA;11149P1638;NEO680 IPRO;ST;S2;P1;BG;30;755.0
LPCO;GO;101.0;11.0;SOJA;11149P1639;NEO680 IPRO;ST;S2;P1;BG;30;746.0
LPCO;GO;101.0;11.0;SOJA;11149P1641;NEO680 IPRO;ST;S2;P1;BG;30;800.0
LPCO;GO;101.0;11.0;SOJA;11149P1643;NEO680 IPRO;ST;S2;P1;BG;30;766.0
LPCO;GO;101.0;11.0;SOJA;11149P1644;NEO680 IPRO;ST;S2;P1;BG;9;777.0
LPCO;GO;101.0;11.0;SOJA;11149P2602;NEO680 IPRO;ST;S2;P2;BG;14;1010.0
LPCO;GO;101.0;11.0;SOJA;11149P2605;NEO680 IPRO;ST;S2;P2;BG;27;998.0
LPCO;GO;101.0;11.0;SOJA;11149P2615;NEO680 IPRO;ST;S2;P2;BG;27;931.0
LPCO;GO;101.0;11.0;SOJA;11149P2619;NEO680 IPRO;ST;C1;P2;BG;27;928.0
LPCO;GO;101.0;11.0;SOJA;11149P2623;NEO680 IPRO;ST;C1;P2;BG;27;937.0
LPCO;GO;101.0;11.0;SOJA;11149P2625;NEO680 IPRO;ST;C1;P2;BG;27;934.0
LPCO;GO;101.0;11.0;SOJA;11149P2629;NEO680 IPRO;ST;S2;P2;BG;0;917.0
LPCO;GO;101.0;11.0;SOJA;11149P2634;NEO680 IPRO;ST;S2;P2;BG;17;933.0
LPCO;GO;101.0;11.0;SOJA;11149P2640;NEO680 IPRO;ST;S2;P2;BG;30;911.0
LPCO;GO;101.0;11.0;SOJA;11149P2642;NEO680 IPRO;ST;S2;P2;BG;11;928.0
LPCO;GO;101.0;11.0;SOJA;11264P1426;O820 IPRO;ST;S1;P1;BG;27;967.0
LPCO;GO;101.0;11.0;SOJA;11264P1428;O820 IPRO;ST;S1;P1;BG;27;981.0
LPCO;GO;101.0;11.0;SOJA;11264P1430;O820 IPRO;ST;S1;P1;BG;27;995.0
LPCO;GO;101.0;11.0;SOJA;11264P1432;O820 IPRO;ST;S1;P1;BG;0;984.0
LPCO;GO;101.0;11.0;SOJA;11264P1434;O820 IPRO;ST;S1;P1;BG;11;1002.0
LPCO;GO;101.0;11.0;SOJA;11264P2427;O820 IPRO;ST;S1;P2;BG;0;1177.0
LPCO;GO;101.0;11.0;SOJA;11264P2429;O820 IPRO;ST;S1;P2;BG;18;1178.0
LPCO;GO;101.0;11.0;SOJA;11264P2431;O820 IPRO;ST;S1;P2;BG;18;1182.0
LPCO;GO;101.0;11.0;SOJA;11264P2433;O820 IPRO;ST;S1;P2;BG;0;1193.0
LPCO;GO;101.0;11.0;SOJA;11272P1201;690 I2X;ST;S1;P1;BG;30;759.0
LPCO;GO;101.0;11.0;SOJA;11272P1203;690 I2X;ST;S1;P1;BG;30;742.0
LPCO;GO;101.0;11.0;SOJA;11272P1205;690 I2X;ST;S1;P1;BG;30;755.0
LPCO;GO;101.0;11.0;SOJA;11272P1206;690 I2X;ST;S1;P1;BG;30;755.0
LPCO;GO;101.0;11.0;SOJA;11272P1208;690 I2X;ST;S1;P1;BG;30;767.0
LPCO;GO;101.0;11.0;SOJA;11272P1209;690 I2X;ST;S1;P1;BG;30;746.0
LPCO;GO;101.0;11.0;SOJA;11272P1211;690 I2X;ST;S1;P1;BG;30;750.0
LPCO;GO;101.0;11.0;SOJA;11272P1212;690 I2X;ST;S1;P1;BG;30;765.0
LPCO;GO;101.0;11.0;SOJA;11272P1214;690 I2X;ST;S1;P1;BG;30;768.0
LPCO;GO;101.0;11.0;SOJA;11272P1215;690 I2X;ST;S1;P1;BG;30;763.0
LPCO;GO;101.0;11.0;SOJA;11272P1217;690 I2X;ST;S1;P1;BG;30;761.0
LPCO;GO;101.0;11.0;SOJA;11272P1218;690 I2X;ST;S1;P1;BG;30;757.0
LPCO;GO;101.0;11.0;SOJA;11272P1220;690 I2X;ST;S1;P1;BG;30;767.0
LPCO;GO;101.0;11.0;SOJA;11272P1222;690 I2X;ST;S1;P1;BG;30;750.0
LPCO;GO;101.0;11.0;SOJA;11272P1223;690 I2X;ST;S1;P1;BG;30;759.0
LPCO;GO;101.0;11.0;SOJA;11272P1225;690 I2X;ST;S1;P1;BG;8;766.0
LPCO;GO;101.0;11.0;SOJA;11272P2202;690 I2X;ST;S1;P2;BG;27;915.0
LPCO;GO;101.0;11.0;SOJA;11272P2204;690 I2X;ST;S1;P2;BG;30;898.0
LPCO;GO;101.0;11.0;SOJA;11272P2207;690 I2X;ST;S1;P2;BG;27;909.0
LPCO;GO;101.0;11.0;SOJA;11272P2210;690 I2X;ST;S1;P2;BG;27;916.0
LPCO;GO;101.0;11.0;SOJA;11272P2213;690 I2X;ST;S1;P2;BG;27;929.0
LPCO;GO;101.0;11.0;SOJA;11272P2216;690 I2X;ST;S1;P2;BG;27;914.0
LPCO;GO;101.0;11.0;SOJA;11272P2219;690 I2X;ST;S1;P2;BG;30;891.0
LPCO;GO;101.0;11.0;SOJA;11272P2221;690 I2X;ST;S1;P2;BG;27;920.0
LPCO;GO;101.0;11.0;SOJA;11272P2224;690 I2X;ST;S1;P2;BG;7;908.0
LPCO;GO;101.0;11.0;SOJA;11714P1101;O790 IPRO;ST;S1;P1;BG;30;792.0
LPCO;GO;101.0;11.0;SOJA;11714P1103;O790 IPRO;ST;S1;P1;BG;30;775.0
LPCO;GO;101.0;11.0;SOJA;11714P1105;O790 IPRO;ST;S1;P1;BG;30;818.0
LPCO;GO;101.0;11.0;SOJA;11714P1107;O790 IPRO;ST;S1;P1;BG;30;806.0
LPCO;GO;101.0;11.0;SOJA;11714P1109;O790 IPRO;ST;S1;P1;BG;30;800.0
LPCO;GO;101.0;11.0;SOJA;11714P1111;O790 IPRO;ST;S1;P1;BG;30;803.0
LPCO;GO;101.0;11.0;SOJA;11714P1113;O790 IPRO;ST;S1;P1;BG;30;801.0
LPCO;GO;101.0;11.0;SOJA;11714P1116;O790 IPRO;ST;S1;P1;BG;30;810.0
LPCO;GO;101.0;11.0;SOJA;11714P1118;O790 IPRO;ST;S1;P1;BG;30;811.0
LPCO;GO;101.0;11.0;SOJA;11714P1120;O790 IPRO;ST;S1;P1;BG;11;805.0
LPCO;GO;101.0;11.0;SOJA;11714P1122;O790 IPRO;ST;S1;P1;BG;30;791.0
LPCO;GO;101.0;11.0;SOJA;11714P1124;O790 IPRO;ST;S1;P1;BG;30;791.0
LPCO;GO;101.0;11.0;SOJA;11714P1126;O790 IPRO;ST;S1;P1;BG;30;814.0
LPCO;GO;101.0;11.0;SOJA;11714P1129;O790 IPRO;ST;S1;P1;BG;30;799.0
LPCO;GO;101.0;11.0;SOJA;11714P1130;O790 IPRO;ST;S1;P1;BG;20;792.0
LPCO;GO;101.0;11.0;SOJA;11714P2102;O790 IPRO;ST;S1;P2;BG;24;1028.0
LPCO;GO;101.0;11.0;SOJA;11714P2104;O790 IPRO;ST;S1;P2;BG;24;1029.0
LPCO;GO;101.0;11.0;SOJA;11714P2106;O790 IPRO;ST;S1;P2;BG;24;1033.0
LPCO;GO;101.0;11.0;SOJA;11714P2108;O790 IPRO;ST;S1;P2;BG;24;1031.0
LPCO;GO;101.0;11.0;SOJA;11714P2110;O790 IPRO;ST;S1;P2;BG;24;1030.0
LPCO;GO;101.0;11.0;SOJA;11714P2112;O790 IPRO;ST;S1;P2;BG;24;1028.0
LPCO;GO;101.0;11.0;SOJA;11714P2114;O790 IPRO;ST;S1;P2;BG;24;1022.0
